Id,Class
551,0.066449225
552,0.074511886
553,0.057734072
554,0.066449225
555,0.14671466
556,0.06777796
557,0.14186162
558,0.11725256
559,0.20049557
560,0.074511886
561,0.074511886
562,0.23451012
563,0.074511886
564,0.11725256
565,0.2029329
566,0.14064425
567,0.18864995
568,0.11239952
569,0.044760972
570,0.066449225
571,0.20509034
572,0.2515465
573,0.22652125
574,0.05157569
575,0.057734072
576,0.044760972
577,0.044760972
578,0.10427946
579,0.16021419
580,0.16637257
581,0.18864995
582,0.14671466
583,0.16637257
584,0.14876431
585,0.057734072
586,0.064903855
587,0.31329486
588,0.14671466
589,0.15040696
590,0.23129773
591,0.14502284
592,0.10427946
593,0.14502284
594,0.101040244
595,0.24726874
596,0.43361917
597,0.2638396
598,0.11109418
599,0.14502284
600,0.13374159
601,0.16637257
602,0.09283009
603,0.47937512
604,0.16637257
605,0.22081149
606,0.5992663
607,0.36488402
608,0.14671466
609,0.20049557
610,0.50882196
611,0.044760972
612,0.10580319
613,0.2638396
614,0.04953584
615,0.5564257
616,0.11725256
617,0.31562108
618,0.61134076
619,0.074511886
620,0.09232435
621,0.08809903
622,0.19564253
623,0.16151953
624,0.09232435
625,0.2029329
626,0.044760972
627,0.44205672
628,0.044760972
629,0.19963497
630,0.087484986
631,0.07326394
632,0.65514094
633,0.14671466
634,0.7865418
635,0.087484986
636,0.074511886
637,0.15339947
638,0.16151953
639,0.22652125
640,0.14502284
641,0.10427946
642,0.11725256
643,0.52555484
644,0.30286247
645,0.20049557
646,0.11109418
647,0.27397525
648,0.09232435
649,0.07935125
650,0.11725256
651,0.16021419
652,0.044760972
653,0.11109418
654,0.10095015
655,0.09232435
656,0.21247068
657,0.31789836
658,0.074511886
659,0.31789836
660,0.16637257
661,0.11725256
662,0.16151953
663,0.11725256
664,0.16045901
665,0.17931905
666,0.074511886
667,0.14671466
668,0.24165216
669,0.044760972
670,0.11725256
671,0.07170567
672,0.081326604
673,0.05350876
674,0.07935125
675,0.076838106
676,0.20049557
677,0.14502284
678,0.057734072
679,0.14502284
680,0.14671466
681,0.14186162
682,0.19963497
683,0.074511886
684,0.044760972
685,0.16637257
686,0.16151953
687,0.09232435
688,0.11725256
689,0.52226716
690,0.31329486
691,0.044760972
692,0.23614764
693,0.079286754
694,0.16637257
695,0.04953584
696,0.06036094
697,0.074511886
698,0.11725256
699,0.08320016
700,0.4262921
701,0.044760972
702,0.30047107
703,0.23614764
704,0.14671466
705,0.20049557
706,0.24165216
707,0.23614764
708,0.07170567
709,0.10580319
710,0.3627594
711,0.057734072
712,0.08324599
713,0.10427946
714,0.07326394
715,0.25294143
716,0.11109418
717,0.15339947
718,0.74033827
719,0.16637257
720,0.16637257
721,0.11725256
722,0.086165965
723,0.069678724
724,0.28022987
725,0.257319
726,0.31329486
727,0.11725256
728,0.31655994
729,0.2638396
730,0.074511886
731,0.10427946
732,0.08467877
733,0.07935125
734,0.044760972
735,0.081326604
736,0.05350876
737,0.077876955
738,0.6653405
739,0.14876431
740,0.044760972
741,0.14055628
742,0.2638396
743,0.074511886
744,0.14055628
745,0.057734072
746,0.12536496
747,0.044760972
748,0.14671466
749,0.06777796
750,0.05157569
751,0.11725256
752,0.2845871
753,0.14876431
754,0.15470555
755,0.047087193
756,0.17931905
757,0.08325967
758,0.04865572
759,0.16021419
760,0.7865418
761,0.17931905
762,0.19963497
763,0.10427946
764,0.09964481
765,0.11725256
766,0.25254416
767,0.09283009
768,0.14671466
769,0.087484986
770,0.2845871
771,0.15339947
772,0.14502284
773,0.69448227
774,0.13374159
775,0.05157569
776,0.29377875
777,0.08324599
778,0.08167747
779,0.20049557
780,0.087484986
781,0.10427946
782,0.057734072
783,0.23129773
784,0.09232435
785,0.14671466
786,0.087484986
787,0.23614764
788,0.09232435
789,0.10427946
790,0.07652575
791,0.10427946
792,0.10427946
793,0.07935125
794,0.22081149
795,0.07170567
796,0.087484986
797,0.07852039
798,0.2241242
799,0.14502284
800,0.11725256
801,0.044760972
802,0.10580319
803,0.11725256
804,0.05350876
805,0.066449225
806,0.074511886
807,0.14671466
808,0.10095015
809,0.044760972
810,0.15339947
811,0.044760972
812,0.25906476
813,0.1581186
814,0.044760972
815,0.15817434
816,0.69448227
817,0.5029086
818,0.044760972
819,0.08467877
820,0.11725256
821,0.57546914
822,0.10580319
823,0.09681493
824,0.23687729
825,0.31329486
826,0.066449225
827,0.057734072
828,0.20049557
829,0.14064425
830,0.31329486
831,0.23134375
832,0.066449225
833,0.044760972
834,0.15339947
835,0.22081149
836,0.2638396
837,0.057734072
838,0.16151953
839,0.24165216
840,0.36863682
841,0.22692013
842,0.10427946
843,0.07034397
844,0.13007823
845,0.48777708
846,0.14671466
847,0.087484986
848,0.68822765
849,0.04865572
850,0.275455
851,0.31562108
852,0.14671466
853,0.35212153
854,0.11239952
855,0.4286183
856,0.07852039
857,0.28549618
858,0.14671466
859,0.19564253
860,0.07170567
861,0.24165216
862,0.07459268
863,0.08324599
864,0.57149583
865,0.10427946
866,0.11725256
867,0.49059734
868,0.07170567
869,0.31562108
870,0.22652125
871,0.044760972
872,0.057734072
873,0.2638396
874,0.23614764
875,0.074511886
876,0.087484986
877,0.14186162
878,0.22081149
879,0.35212153
880,0.17535451
881,0.044760972
882,0.31530982
883,0.08325967
884,0.11725256
885,0.11725256
886,0.17931905
887,0.044760972
888,0.044760972
889,0.07840663
890,0.2638396
891,0.066449225
892,0.07935125
893,0.066449225
894,0.31562108
895,0.17931905
896,0.15339947
897,0.11725256
898,0.044760972
899,0.044760972
900,0.044760972
901,0.11109418
902,0.11725256
903,0.07170567
904,0.16637257
905,0.69448227
906,0.6088993
907,0.14671466
908,0.48777708
909,0.09232435
910,0.064903855
911,0.08809903
912,0.07170567
913,0.086165965
914,0.044760972
915,0.1581186
916,0.10427946
917,0.24669346
918,0.081326604
919,0.16045901
920,0.07365164
921,0.081326604
922,0.44893214
923,0.044760972
924,0.10905433
925,0.10427946
926,0.15339947
927,0.15127864
928,0.11725256
929,0.10580319
930,0.10580319
931,0.52928936
932,0.07170567
933,0.2900044
934,0.09011185
935,0.30047107
936,0.10427946
937,0.064903855
938,0.11725256
939,0.10427946
940,0.22081149
941,0.2845871
942,0.08075106
943,0.22081149
944,0.074511886
945,0.69448227
946,0.16637257
947,0.25906476
948,0.31329486
949,0.11725256
950,0.11725256
951,0.057734072
952,0.7491384
953,0.31329486
954,0.30379742
955,0.047087193
956,0.72977984
957,0.087484986
958,0.074511886
959,0.14876431
960,0.19433719
961,0.08467877
962,0.19564253
963,0.07935125
964,0.35212153
965,0.08075106
966,0.074511886
967,0.14502284
968,0.21927115
969,0.36488402
970,0.14502284
971,0.11109418
972,0.15361735
973,0.07170567
974,0.08325967
975,0.14055628
976,0.05157569
977,0.10580319
978,0.25906476
979,0.25254416
980,0.16151953
981,0.068775445
982,0.14876431
983,0.08325967
984,0.19564253
985,0.044760972
986,0.066449225
987,0.14671466
988,0.044760972
989,0.65812325
990,0.257585
991,0.044760972
992,0.09283009
993,0.10427946
994,0.10427946
995,0.057734072
996,0.081326604
997,0.11725256
998,0.044760972
999,0.28549618
1000,0.057734072
1001,0.6088993
1002,0.09964481
1003,0.8130393
1004,0.7865418
1005,0.23614764
1006,0.04953584
1007,0.09283009
1008,0.15339947
1009,0.30834794
1010,0.19433719
1011,0.08467877
1012,0.081326604
1013,0.08075106
1014,0.27182847
1015,0.28686237
1016,0.07519701
1017,0.10580319
1018,0.7491384
1019,0.25294143
1020,0.25254416
1021,0.044760972
1022,0.07840663
1023,0.09232435
1024,0.14671466
1025,0.11239952
1026,0.044760972
1027,0.057734072
1028,0.077876955
1029,0.31005204
1030,0.09283009
1031,0.074511886
1032,0.17931905
1033,0.31562108
1034,0.30274835
1035,0.16021419
1036,0.1581186
1037,0.10427946
1038,0.2515465
1039,0.044760972
1040,0.13374159
1041,0.10427946
1042,0.22652125
1043,0.14671466
1044,0.1581186
1045,0.27182847
1046,0.31329486
1047,0.09283009
1048,0.044760972
1049,0.08467877
1050,0.044760972
1051,0.13226762
1052,0.17245516
1053,0.22652125
1054,0.077876955
1055,0.2638396
1056,0.13374159
1057,0.11239952
1058,0.6547553
1059,0.11239952
1060,0.1581186
1061,0.16021419
1062,0.13851646
1063,0.91303045
1064,0.11725256
1065,0.15339947
1066,0.11109418
1067,0.044760972
1068,0.11725256
1069,0.16151953
1070,0.087484986
1071,0.07935125
1072,0.087484986
1073,0.1581186
1074,0.83239794
1075,0.13374159
1076,0.10427946
1077,0.15339947
1078,0.14671466
1079,0.09232435
1080,0.10427946
1081,0.16637257
1082,0.064903855
1083,0.05157569
1084,0.16021419
1085,0.16021419
1086,0.16637257
1087,0.16637257
1088,0.31530982
1089,0.081326604
1090,0.24726874
1091,0.24165216
1092,0.05157569
1093,0.19433719
1094,0.257319
1095,0.14502284
1096,0.2727337
1097,0.14502284
1098,0.08075106
1099,0.10095015
1100,0.05157569
1101,0.07935125
1102,0.14186162
1103,0.14671466
1104,0.044760972
1105,0.044760972
1106,0.10427946
1107,0.14671466
1108,0.05350876
1109,0.15518183
1110,0.10427946
1111,0.10427946
1112,0.31329486
1113,0.08467877
1114,0.057734072
1115,0.40798604
1116,0.10427946
1117,0.10905433
1118,0.18864995
1119,0.23786435
1120,0.044760972
1121,0.11725256
1122,0.08809903
1123,0.10427946
1124,0.19564253
1125,0.275455
1126,0.10427946
1127,0.1268811
1128,0.08325967
1129,0.31329486
1130,0.11725256
1131,0.07170567
1132,0.087484986
1133,0.066449225
1134,0.087484986
1135,0.06777796
1136,0.16637257
1137,0.23687729
1138,0.2845871
1139,0.25906476
1140,0.40535873
1141,0.28022987
1142,0.16151953
1143,0.07935125
1144,0.07935125
1145,0.07326394
1146,0.16151953
1147,0.16637257
1148,0.23903474
1149,0.044760972
1150,0.14671466
1151,0.20049557
1152,0.14186162
1153,0.044760972
1154,0.10580319
1155,0.11725256
1156,0.13374159
1157,0.14671466
1158,0.09515631
1159,0.057734072
1160,0.25906476
1161,0.44477186
1162,0.10427946
1163,0.064903855
1164,0.044760972
1165,0.07326394
1166,0.10905433
1167,0.14186162
1168,0.074511886
1169,0.10427946
1170,0.16637257
1171,0.5564257
1172,0.08467877
1173,0.13374159
1174,0.15339947
1175,0.14055628
1176,0.05350876
1177,0.11295107
1178,0.10660568
1179,0.11725256
1180,0.10427946
1181,0.11725256
1182,0.064903855
1183,0.23903474
1184,0.066449225
1185,0.07935125
1186,0.11725256
1187,0.10427946
1188,0.14671466
1189,0.13374159
1190,0.11725256
1191,0.10427946
1192,0.07935125
1193,0.057734072
1194,0.044760972
1195,0.16151953
1196,0.6088993
1197,0.6508242
1198,0.08467877
1199,0.07170567
1200,0.2638396
1201,0.2241242
1202,0.086165965
1203,0.087484986
1204,0.10427946
1205,0.25294143
1206,0.30286247
1207,0.7865418
1208,0.16021419
1209,0.18864995
1210,0.10427946
1211,0.087484986
1212,0.13374159
1213,0.31562108
1214,0.087484986
1215,0.24726874
1216,0.20049557
1217,0.15572569
1218,0.086165965
1219,0.057734072
1220,0.11725256
1221,0.24726874
1222,0.14671466
1223,0.31557214
1224,0.48777708
1225,0.16021419
1226,0.31562108
1227,0.044760972
1228,0.087484986
1229,0.24165216
1230,0.044760972
1231,0.07170567
1232,0.7491384
1233,0.044760972
1234,0.16021419
1235,0.2996249
1236,0.044760972
1237,0.10427946
1238,0.044760972
1239,0.47937512
1240,0.31329486
1241,0.057734072
1242,0.22692013
1243,0.075600415
1244,0.17931905
1245,0.07326394
1246,0.14671466
1247,0.05157569
1248,0.10427946
1249,0.16637257
1250,0.52928936
1251,0.09232435
1252,0.2135647
1253,0.23687729
1254,0.20049557
1255,0.07648054
1256,0.31562108
1257,0.2845871
1258,0.07459268
1259,0.31053495
1260,0.16151953
1261,0.07167271
1262,0.14671466
1263,0.6088993
1264,0.16637257
1265,0.35212153
1266,0.14671466
1267,0.275455
1268,0.2638396
1269,0.15339947
1270,0.25906476
1271,0.17931905
1272,0.11725256
1273,0.07170567
1274,0.10427946
1275,0.16637257
1276,0.066449225
1277,0.10095015
1278,0.19564253
1279,0.11725256
1280,0.3648709
1281,0.064903855
1282,0.16151953
1283,0.28549618
1284,0.11725256
1285,0.08467877
1286,0.15605351
1287,0.23614764
1288,0.074511886
1289,0.10580319
1290,0.5193002
1291,0.15361735
1292,0.087484986
1293,0.044760972
1294,0.31329486
1295,0.2845871
1296,0.044760972
1297,0.077876955
1298,0.14671466
1299,0.11725256
1300,0.057734072
1301,0.087484986
1302,0.081326604
1303,0.066449225
1304,0.31051728
1305,0.6255545
1306,0.24677163
1307,0.10427946
1308,0.07170567
1309,0.044760972
1310,0.28772712
1311,0.24165216
1312,0.09283009
1313,0.2831046
1314,0.10660568
1315,0.11725256
1316,0.066449225
1317,0.1581186
1318,0.36488402
1319,0.21972308
1320,0.27833247
1321,0.49947688
1322,0.074511886
1323,0.23451012
1324,0.14671466
1325,0.086165965
1326,0.047087193
1327,0.16637257
1328,0.064903855
1329,0.31329486
1330,0.16637257
1331,0.16629678
1332,0.10427946
1333,0.14186162
1334,0.30047107
1335,0.07840663
1336,0.257319
1337,0.31562108
1338,0.23687729
1339,0.08809903
1340,0.10427946
1341,0.10905433
1342,0.4286183
1343,0.13606781
1344,0.074511886
1345,0.044760972
1346,0.08325967
1347,0.22081149
1348,0.23786435
1349,0.079422325
1350,0.10095015
1351,0.15817434
1352,0.081326604
1353,0.23422983
1354,0.081326604
1355,0.064903855
1356,0.07840663
1357,0.10427946
1358,0.17931905
1359,0.11725256
1360,0.13007823
1361,0.20049557
1362,0.17535451
1363,0.10427946
1364,0.2845871
1365,0.081326604
1366,0.07034397
1367,0.074511886
1368,0.066449225
1369,0.10427946
1370,0.24136096
1371,0.044760972
1372,0.28772712
1373,0.07170567
1374,0.31329486
1375,0.14186162
1376,0.19433719
1377,0.13374159
1378,0.24165216
1379,0.080453455
1380,0.057734072
1381,0.10427946
1382,0.10427946
1383,0.09964481
1384,0.48777708
1385,0.2638396
1386,0.074511886
1387,0.22081149
1388,0.07935125
1389,0.07326394
1390,0.41454506
1391,0.13374159
1392,0.08325967
1393,0.17245516
1394,0.074511886
1395,0.14671466
1396,0.13374159
1397,0.07459268
1398,0.079422325
1399,0.057734072
1400,0.1581186
1401,0.13374159
1402,0.14671466
1403,0.27182847
1404,0.15339947
1405,0.08467877
1406,0.19963497
1407,0.05350876
1408,0.20049557
1409,0.11725256
1410,0.24165216
1411,0.09232435
1412,0.28772712
1413,0.14055628
1414,0.16151953
1415,0.83239794
1416,0.074511886
1417,0.48777708
1418,0.6088993
1419,0.30286247
1420,0.22652125
1421,0.074511886
1422,0.057734072
1423,0.21927115
1424,0.09283009
1425,0.11725256
1426,0.17931905
1427,0.07170567
1428,0.14876431
1429,0.20049557
1430,0.23687729
1431,0.22081149
1432,0.23451012
1433,0.09283009
1434,0.10095015
1435,0.14671466
1436,0.09232435
1437,0.19342482
1438,0.074511886
1439,0.2727337
1440,0.074511886
1441,0.07935125
1442,0.11725256
1443,0.18409392
1444,0.14745897
1445,0.044760972
1446,0.05350876
1447,0.30825627
1448,0.18646216
1449,0.04953584
1450,0.11725256
1451,0.07935125
1452,0.15361735
1453,0.07935125
1454,0.06777796
1455,0.10427946
1456,0.1581186
1457,0.257319
1458,0.24677163
1459,0.16151953
1460,0.081326604
1461,0.24136096
1462,0.15339947
1463,0.11109418
1464,0.23248035
1465,0.36488402
1466,0.15339947
1467,0.11725256
1468,0.28549618
1469,0.27833247
1470,0.21305329
1471,0.044760972
1472,0.14671466
1473,0.27397525
1474,0.14671466
1475,0.28933457
1476,0.044760972
1477,0.31562108
1478,0.066449225
1479,0.16637257
1480,0.05157569
1481,0.11725256
1482,0.16637257
1483,0.19564253
1484,0.11014485
1485,0.080453455
1486,0.066449225
1487,0.081326604
1488,0.14671466
1489,0.14671466
1490,0.76718324
1491,0.31005204
1492,0.22081149
1493,0.36488402
1494,0.31789836
1495,0.044760972
1496,0.30047107
1497,0.10427946
1498,0.066449225
1499,0.36863682
1500,0.066449225
1501,0.14671466
1502,0.044760972
1503,0.52818054
1504,0.36488402
1505,0.10905433
1506,0.10427946
1507,0.41665655
1508,0.23687729
1509,0.074511886
1510,0.08325967
1511,0.04865572
1512,0.40535873
1513,0.27833247
1514,0.05157569
1515,0.15339947
1516,0.2845871
1517,0.93113786
1518,0.2845871
1519,0.1674495
1520,0.25906476
1521,0.15339947
1522,0.49988264
1523,0.22081149
1524,0.47890058
1525,0.14671466
1526,0.2638396
1527,0.11109418
1528,0.08075106
1529,0.31329486
1530,0.10427946
1531,0.044760972
1532,0.27182847
1533,0.23687729
1534,0.044760972
1535,0.09283009
1536,0.07170567
1537,0.20509034
1538,0.16637257
1539,0.13226762
1540,0.074511886
1541,0.31557214
1542,0.09232435
1543,0.11725256
1544,0.16637257
1545,0.10427946
1546,0.23786435
1547,0.45618543
1548,0.087484986
1549,0.07852039
1550,0.19963497
1551,0.07167271
1552,0.14186162
1553,0.20440984
1554,0.044760972
1555,0.74033827
1556,0.22081149
1557,0.19963497
1558,0.19342482
1559,0.27182847
1560,0.09232435
1561,0.12536496
1562,0.11109418
1563,0.31005204
1564,0.20970383
1565,0.044760972
1566,0.27659062
1567,0.11109418
1568,0.044760972
1569,0.04953584
1570,0.10427946
1571,0.14186162
1572,0.074511886
1573,0.23451012
1574,0.064903855
1575,0.17843452
1576,0.18646216
1577,0.2638396
1578,0.057734072
1579,0.044760972
1580,0.20196119
1581,0.11725256
1582,0.05157569
1583,0.044760972
1584,0.16637257
1585,0.11725256
1586,0.2638396
1587,0.31329486
1588,0.1674495
1589,0.11725256
1590,0.19963497
1591,0.14671466
1592,0.2146531
1593,0.16637257
1594,0.16637257
1595,0.074511886
1596,0.074511886
1597,0.2638396
1598,0.29553288
1599,0.08467877
1600,0.066449225
1601,0.18164527
1602,0.14055628
1603,0.11239952
1604,0.044760972
1605,0.057734072
1606,0.23451012
1607,0.24165216
1608,0.20049557
1609,0.044760972
1610,0.079286754
1611,0.057734072
1612,0.074511886
1613,0.2515465
1614,0.15339947
1615,0.16637257
1616,0.07170567
1617,0.10580319
1618,0.21972308
1619,0.066449225
1620,0.057734072
1621,0.26139098
1622,0.08325967
1623,0.11725256
1624,0.11109418
1625,0.31562108
1626,0.08324599
1627,0.079422325
1628,0.25254416
1629,0.6088993
1630,0.10580319
1631,0.09283009
1632,0.09964481
1633,0.20049557
1634,0.16637257
1635,0.13374159
1636,0.10427946
1637,0.16649523
1638,0.2638396
1639,0.057734072
1640,0.14671466
1641,0.15339947
1642,0.23687729
1643,0.07170567
1644,0.07648054
1645,0.5370671
1646,0.10427946
1647,0.057734072
1648,0.15470555
1649,0.84382695
1650,0.074511886
1651,0.2638396
1652,0.20049557
1653,0.1581186
1654,0.064903855
1655,0.20049557
1656,0.057734072
1657,0.14671466
1658,0.26139098
1659,0.11725256
1660,0.066449225
1661,0.31562108
1662,0.4134683
1663,0.22937676
1664,0.20049557
1665,0.23903474
1666,0.31053495
